username,tweet_raw,cluster,topik_dominan
pikiran_rakyat,"Kata Warga Soal Kenaikan BBM Pertamax, Memberatkan!

PT Pertamina (Persero) resmi menaikkan harga Bahan Bakar Minyak (BBM) non subsidi, termasuk Pertamax, mulai Rabu (10/6/2026). Kenaikan tersebut memicu keluhan dari sejumlah warga karena harga Pertamax melonjak signifikan https://t.co/tXZBwSy0n4",1,"Diskusi mengenai harga, subsidi, non, pertamax, rp"
garudatvnews,"BM Non-Subsidi Naik, Siapa yang Paling Terdampak?

Kenaikan harga BBM non-subsidi menjadi sorotan publik. Di tengah dinamika harga minyak dunia dan kondisi ekonomi nasional, kebijakan ini memunculkan berbagai pertanyaan mengenai dampaknya terhadap daya beli masyarakat, biaya https://t.co/cKM7l95LIq",1,"Diskusi mengenai harga, subsidi, non, pertamax, rp"
DS_yantie,"BBM non subsidi resmi naik. Pemicunya karena kondisi ekonomi dunia lagi gak stabil, perang Amerika dan Iran bikin harga minyak mentah melonjak.

Tapi BBM subsidi gak naik. Pemerintah menahan biar beban rakyat kecil gak makin berat. Yang mampu pakai non subsidi, Yang tidak mampu https://t.co/RFqHsAKqnQ",1,"Diskusi mengenai harga, subsidi, non, pertamax, rp"
0xZiuuu,"Pertamax resmi naik 32% hari ini dari Rp12.300 jadi Rp16.250/liter. Kenaikan BBM non-subsidi terbesar dalam beberapa waktu terakhir

Pak Purbaya bilang dampaknya ""relatif kecil"" karena rakyat pakainya Pertalite. Secara teknis, nggak salah sih. Tapi pernyataan itu justru bikin https://t.co/iV6RccG0sa",2,"Diskusi mengenai subsidi, non, harga, pertamax, pertalite"
ebednoorjaman,"kenapa skenario ini masuk akal?

rupiah sedang lemah, harga-harga pada naik, dan tentunya masyarakat akan menghemat pengeluaran hariannya dengan memilih bbm subsidi (pertalite). 

kondisi ini membuat pemintaan bbm subsidi (pertalite) akan melonjak tinggi dan persediaannya menjadi",1,"Diskusi mengenai harga, subsidi, non, pertamax, rp"
arifin34533,"Kenaikan BBM non subsidi memang tak perlu pemberitahuan ke DPR terlebih dahulu, tapi persoalannya bukan itu.
Dampaknya akan banyak yang beralih ke pertalite, Pertamina siap?
.
Anggota DPR Kecewa BBM Pertamax Naik Mendadak: Kami Pun Tak Dapat Informasi https://t.co/85isE5iI4j",2,"Diskusi mengenai subsidi, non, harga, pertamax, pertalite"
pikiran_rakyat,"Menkeu Purbaya Pastikan Dampak Kenaikan Pertamax terhadap Inflasi Minim

Menteri Keuangan Purbaya Yudhi Sadewa memastikan, kenaikan harga bahan bakar minyak (BBM) jenis Pertamax tidak akan mempengaruhi harga kebutuhan pokok. Menurutnya, dampak kenaikan Pertamax kepada inflasi https://t.co/qrkCis8D6b",2,"Diskusi mengenai subsidi, non, harga, pertamax, pertalite"
RadioElshinta,"PT Pertamina Patra Niaga resmi menyesuaikan harga Bahan Bakar Minyak (BBM) non-subsidi jenis Pertamax 92 dan Pertamax Green 95 pada Rabu (10/6/2026) ⛽

Harga Pertamax 92 yang sebelumnya Rp12.300 per liter kini menjadi Rp16.250 per liter. Sementara itu, Pertamax Green 95 naik https://t.co/3Td3kjHbdv",1,"Diskusi mengenai harga, subsidi, non, pertamax, rp"
sumur_resapan,"@kompascom Rezim siapa pun pasti ngomong nya mirip mirip alias polanya sama ""kan yang naik BBM non subsidi ngga ngarur"".
Tapi pada akhirnya pasti ngga akan lama BBM nonsubsidi pasti juga akan ikut naik.",0,"Diskusi mengenai subsidi, non, harga, rakyat, indonesia"
trimujokobayu,"@kompascom BBM sudah naik, tapi warga tetap antri buat BBM subsidi. Mengapa?
a. Warga kaget karena pemerintah tau2 menaikkan harga BBM non subsidi.
b. Warga khawatir kehabisan stok BBM subsidi.
c. Warga takut BBM non subsidi juga ikut naik.
d. a, b, c benar
Itu contoh soal pilihan ganda.",1,"Diskusi mengenai harga, subsidi, non, pertamax, rp"
Starhitsid,"PT Pertamina resmi menaikkan harga dua jenis Bahan Bakar Minyak (BBM) non subsidi mulai 10 Juni 2026.
Berdasarkan situs PT Pertamina Patra Niaga, Pertamina menaikkan harga BBM non subsidi Pertamax (RON 92) dan Pertamax Green (setara RON 95) mulai Rabu, 10 Juni 2026.

Di DKI https://t.co/UVszlNsa0e",1,"Diskusi mengenai harga, subsidi, non, pertamax, rp"
edyjayakarya,"Efek lemahnya nilai tukar rupiah dan dinamika harga energi global mulai semakin terasa dalam kehidupan sehari-hari. Salah satu contohnya adalah kenaikan harga BBM non-subsidi yang berlaku mulai hari ini. Pertamax naik dari Rp 12.300 menjadi Rp 16.250 per liter, sementara Pertamax https://t.co/5qaytWWwb9",1,"Diskusi mengenai harga, subsidi, non, pertamax, rp"
Criwis_gosip,"Kanda Bahlil menegaskan subsidi BBM tidak akan naik sampai akhir tahun , bukan BBM non-subsidi

Jangan mudah terpancing isu yang memecah belah bangsa

#JagaIndonesia https://t.co/EcEAs8lxac",0,"Diskusi mengenai subsidi, non, harga, rakyat, indonesia"
iamretardio,"Pertamax naik ke Rp16.250 per liter, Pertalite tetap Rp10.000/liter.

Wajar, Pertamax itu non-subsidi yang harganya ngikut pasar BBM internasional (patokan harga bensin olahan global × kurs rupiah + pajak).

Pemicunya harga minyak mentah dunia yang berada di kisaran 93-94 dolar",1,"Diskusi mengenai harga, subsidi, non, pertamax, rp"
RadioElshinta,"HARGA BBM NAIK GESS! 😦🔥

PT Pertamina Patra Niaga resmi menaikkan harga bahan bakar non-subsidi Pertamax (RON 92) dan Pertamax Green 95 (RON 95) pada Rabu (10/6/2026).

Harga Pertamax melonjak menjadi Rp16.250 per liter dari harga sebelumnya Rp12.300 per liter. Sementara https://t.co/bQDVntYMNg",1,"Diskusi mengenai harga, subsidi, non, pertamax, rp"
literasiglobal,"Etmin SK Ngabarin🙌

BBM NAIK HANCURRR!!!

PT Pertamina Patra Niaga secara resmi melakukan penyesuaian harga BBM non-subsidi, khususnya Pertamax dan Pertamax Green, yang mulai berlaku pada Rabu (10/6). Dalam keterangan resminya yang disampaikan pada Selasa (9/6), perusahaan pelat https://t.co/phOOKYZv54",1,"Diskusi mengenai harga, subsidi, non, pertamax, rp"
uniq_le,"❓kapan PAHLAWAN itu akan muncul lagi???

Hari ini Pertamax naik gila-gilaan, dari Rp12.300 langsung loncat ke Rp16.250/liter. Kenaikan yang sangat tidak biasa.

Memang benar, sejak konflik US-Iran memanaskan harga minyak dunia, sudah terprediksi akan adanya kenaikan harga BBM, https://t.co/xmU1L9WJcB",1,"Diskusi mengenai harga, subsidi, non, pertamax, rp"
ichazura,"🤡 : “lagian yg naik Pertamax alias BBM non subsidi, klo dirasa kemahalan, ganti pke Pertalite lah”

Bro ini bner2 gatau atau emng template ketikan buzzer??

Yg kena ini kaum menengah yg sdg/sdh beralih ke Pertamax. Ini Pertamax udh 16.250 udh naik aja, trus klo user Pertamax ini https://t.co/HUOH2yjvCV",2,"Diskusi mengenai subsidi, non, harga, pertamax, pertalite"
bree_cov,@reynadefiip Fokus nya ke bbm non subsidi naik 30% pak,0,"Diskusi mengenai subsidi, non, harga, rakyat, indonesia"
RadioElshinta,"PT Pertamina (Persero) resmi menaikkan harga bahan bakar minyak (BBM) nonsubsidi mulai 10 Juni 2026// Kenaikan paling mencolok terjadi pada Pertamax dan Pertamax Green yang melonjak tajam hingga nyaris Rp4.000 per liter. Berdasarkan penyesuaian terbaru, harga Pertamax (RON 92) https://t.co/AJeGrXWAez",1,"Diskusi mengenai harga, subsidi, non, pertamax, rp"
raflialfzn,"@ekowboy2 Bbm subsidi tidak naik, tapi daya beli masyarakat yg sblmnya beli non subsidi jadi pindah ke bbm subsidi karena harganya udh over untuk budget mereka, yg akhirnya menambah demand bbm subsidi yg berakhir pd kelangkaan bbm subsidi😆",2,"Diskusi mengenai subsidi, non, harga, pertamax, pertalite"
shinyosol,"BANYAK BANGET YANG HARUS DI BAHAS BULAN INI
apakah untuk pengalihan isu
- Korupsi di Badan Gizi Nasional (BGN) &amp; Program Makan Bergizi Gratis (MBG)
- Penangkapan Wakil Menteri Imigrasi Silmy Karim
- DPR Sahkan RUU Polri Jadi UU
- Dollar naik Rupiah Melemab
- BBM Non Subsidi Naik",2,"Diskusi mengenai subsidi, non, harga, pertamax, pertalite"
dimasandi07,"Sepakat..

Kelas menengah bakal jadi pihak yang paling terjepit. Harga BBM non subsidi naik, harga kebutuhan naik, tapi UMR segitu-segitu aja.

Lama-lama malah turun kelas ini.

Sehat-sehat buat kita semua.",2,"Diskusi mengenai subsidi, non, harga, pertamax, pertalite"
BapakKerja,"Pak, Bu, Kakak2 sekalian.. 

Kita sudah dengar berita kan ya, kalo per pagi ini, harga BBM naik✅

Yang perlu diketahui juga, selain harga BBM, hutang pemerintah, dolar, kebutuhan pokok, dan defisit anggaran yang sudah naik, masih ada lagi yang ikut naik di Juni 2026:
- BI Rate https://t.co/xvBswbp8Ap",3,"Diskusi mengenai rp, subsidi, non, harga, utang"
kompascom,"Baca di sini: https://t.co/cWdHmyxONm

Pertamina resmi melakukan penyesuaian harga bahan bakar minyak (BBM) mulai Rabu (10/6/2026) yang berlaku di seluruh Indonesia. Dalam penyesuaian kali ini, Pertamina menaikkan harga sejumlah BBM non-subsidi, seperti Pertamax dan Pertamax https://t.co/HkKPMXdbOQ",1,"Diskusi mengenai harga, subsidi, non, pertamax, rp"
Jenggostars,"Hari ini pertamax naik 32%
dari Rp.12.300 menjadi 16.250

Sejak April lalu, harga BBM kelas atas (non subsidi) seperti Pertamax turbo memang sudah naik bertahap. Sekarang giliran Pertamax yang ikut naik.

Banyak yang mulai bertanya: Apakah Pertalite yang ada subsidinya juga akan https://t.co/iI9HDsO5ev",1,"Diskusi mengenai harga, subsidi, non, pertamax, rp"
akuratco,"Pertamina resmi menaikkan harga BBM non-subsidi Pertamax dan Pertamax Green mulai hari ini. 

Pertamax naik dari Rp12.300 menjadi Rp16.250 per liter, sementara Pertamax Green 95 naik dari Rp12.900 menjadi Rp17.000 per liter.

Penyesuaian harga ini diputuskan setelah https://t.co/JFAAcLJ0OX",1,"Diskusi mengenai harga, subsidi, non, pertamax, rp"
marvelle_danny,"Perbandingan dengan Krisis 1998

Krisis moneter 1997–1998 adalah krisis sistematik multi-dimensi:

Rupiah: Dari :Rp2.450/USD (1997) ke Rp15.000–17.000+ dalam hitungan bulan (depresiasi ~600–700%). 
Saat ini pelemahan signifikan tapi lebih gradual.
Inflasi: Mencapai ~77% di 1998 https://t.co/KGcZCGzLOK",3,"Diskusi mengenai rp, subsidi, non, harga, utang"
wrahardian2,"@triwul82 orang kaya tidak terpengaruh harga BBM naik setinggi apapun, makanya sudah tepat BBM non subsidi dinaikkan, disamping banyak uang mereka juga punya mobil listrik",2,"Diskusi mengenai subsidi, non, harga, pertamax, pertalite"
jawapos,"Harga BBM non-subsidi Pertamax resmi naik mulai 10 Juni 2026. Pertamina Patra Niaga menetapkan harga Pertamax (RON 92) menjadi Rp16.250 per liter dari sebelumnya Rp12.300 per liter.

Kenaikan juga berlaku untuk Pertamax Green 95 yang naik dari Rp12.900 menjadi Rp17.000 per liter. https://t.co/5St8RhXlIu",1,"Diskusi mengenai harga, subsidi, non, pertamax, rp"
ekowboy2,"Kemarin yang teriak-teriak minta harga BBM dinaikin mana suaranya, kok sekarang Pertamax naik malalah ngamuk-ngamuk!!

IHSG pagi ini dibuka hijau kuat naik +2,92%!! Pasar merespons positif kenaikan BBM non-subsidi. Ini langkah bijak yang mengurangi beban fiskal negara di tengah https://t.co/IxpzaNwvB3",2,"Diskusi mengenai subsidi, non, harga, pertamax, pertalite"
inilahdotcom,"PT Pertamina Patra Niaga resmi melakukan penyesuaian harga Bahan Bakar Minyak (BBM) jenis non-subsidi, khususnya Pertamax dan Pertamax Green, yang mulai berlaku efektif pada Rabu, 10 Juni 2026.

Kenaikan harga ini cukup signifikan. Harga Pertamax (RON 92) melonjak dari Rp12.300 https://t.co/zcRb1Givq7",1,"Diskusi mengenai harga, subsidi, non, pertamax, rp"
RadioElshinta,"Pertamina Patra Niaga melakukan penyesuaian harga BBM nonsubsidi mulai Rabu, 10 Juni 2026. Harga Pertamax RON 92 naik dari Rp12.300 menjadi Rp16.250 per liter, sedangkan Pertamax Green 95 naik dari Rp12.900 menjadi Rp17.000 per liter. Sementara itu, Pertamax Turbo, Dexlite, dan https://t.co/WCE1gR7tF0",1,"Diskusi mengenai harga, subsidi, non, pertamax, rp"
aoi_ookami11,"@reynadefiip Naik seuprit doang apa yg mau diramein. Noh liat BBM non subsidi naik 4000. 
Lagian naik juga gegara efek naikin BI Rate. Melemahnya organik kok kok solusiny 'artifisial'.",2,"Diskusi mengenai subsidi, non, harga, pertamax, pertalite"
K0MENTAT0R,"BBM Non-Subsidi naik ➡️ Pengguna Pertamax dkk migrasi massal ke Pertalite ➡️ Stok subsidi jebol &amp; langka ➡️ Rakyat kecil yang beneran butuh malah gak kebagian.

Kebijakan hemat anggaran tujuannya agar MBG tetap jalan, ujung-ujungnya hanya  bikin sengsara rakyat👇 #BBMNaik",2,"Diskusi mengenai subsidi, non, harga, pertamax, pertalite"
semboyan35com,"bertanya untuk diskusi dengan santai ke @CommuterLine @mrtjakarta @PT_Transjakarta @lrtjkt @lrtjabodebek 
Apakah sudah punya rencana apabila ada lonjakan penumpang transportasi umum akibat dari harga BBM Non-Subsidi yang harganya naik.

https://t.co/Ckg9xdfl0W https://t.co/krFbrkVEJI",1,"Diskusi mengenai harga, subsidi, non, pertamax, rp"
oalahrizal,"@kkabjagiw krn minyak mentah dibeli pake dolar, jd kalo dolar naik (rupiah lemah), otomatis biaya buat beli minyak juga ikut naik. kebetulan pertamax itu bbm non subsidi, jd harganya juga ikut naik. yg masih aman tinggal pertalite sama biosolar",1,"Diskusi mengenai harga, subsidi, non, pertamax, rp"
abahnyaupi,"10 Juni 2026

Naik nya diam diam + naik nya gak kira kira.

(Sangat) Menyengsarakan Rakyat!

(BBM Non-Subsidi yg naik, yg bersubsidi masih aman. Iye aman pala lu. Coba lu ke daerah daerah, yg mana mau ke SPBU aja perlu tempuh 1-3 jam perjalanan, udah kosong antri nya minta ampun)",1,"Diskusi mengenai harga, subsidi, non, pertamax, rp"
jawapos,"Harga Pertamax resmi naik menjadi Rp16.250 per liter mulai Rabu, 10 Juni 2026.

PT Pertamina Patra Niaga melakukan penyesuaian harga BBM non subsidi setelah melalui evaluasi berkala yang mempertimbangkan perkembangan harga minyak dunia dan harga pasar keekonomian. Sebelumnya, https://t.co/RkeDstnT1e",1,"Diskusi mengenai harga, subsidi, non, pertamax, rp"
AvelinoGuido28,"""Orang kaya"" yang mana dulu nih? Soale temen gw yang gaji UMR juga ada yang pengguna Pertamax. Jadinya disini yang gw tangkap, yang lo maksud itu termasuk kelas menengah. Dan lo barusan ngelakuin persis apa yang negara butuhin, yaitu nyebut mereka kaya biar nggak ada yang ngerasa",2,"Diskusi mengenai subsidi, non, harga, pertamax, pertalite"
Holan_Siregar,"Kalian yang kaget BBM non subsidi naik itu ga peka

Kemarin aku udah bilang, kalau opung Luhut udah mulai muncul ke permukaan, berarti ada sesuatu, taaaarrrrrraaaaaaaa🥳

Kalian pengguna BBM non subsidi baik baik aja?

#IHSG https://t.co/QuCXv0t9ep",2,"Diskusi mengenai subsidi, non, harga, pertamax, pertalite"
IDNTimes,"Pemerintah resmi menaikkan harga Pertamax dan Pertamax Green 95 per hari ini, Rabu (Pemerintah resmi menaikkan harga Pertamax dan Pertamax Green 95 per hari ini, Rabu (10/6/2026).

Di tengah pelemahan nilai tukar atau kurs rupiah terhadap dolar AS yang masih tajam, bahkan https://t.co/eVGwPCtisk",1,"Diskusi mengenai harga, subsidi, non, pertamax, rp"
bmartawardaya,@WOLF_of_IHSG Dan naik BBM non subsidi ketika PTN besar jawa lagi/selesai UAS shg nggak likely ada demo besar. Canggih timingnya...,0,"Diskusi mengenai subsidi, non, harga, rakyat, indonesia"
luaynnaf,bangun2 baca berita harga BBM non subsidi naik semuaaaa😭😭,1,"Diskusi mengenai harga, subsidi, non, pertamax, rp"
dimarsasongko98,"Kemarin malam, diam-diam, tanpa rapat DPR, tanpa debat publik:

Pertamax naik 32% dalam satu malam. 
Dari Rp 12.300 jadi Rp 16.250 per liter. 
Berlaku hari ini, 10 Juni 2026.

Kronologinya perlu dicatat:
28 Februari 2026 → perang Israel-Iran pecah, harga minyak dunia melonjak, https://t.co/r5QBzIftuM",1,"Diskusi mengenai harga, subsidi, non, pertamax, rp"
inilahdotcom,"PT Pertamina Patra Niaga kembali melakukan penyesuaian harga Bahan Bakar Minyak (BBM) non-subsidi. Terhitung mulai hari ini, Rabu (10/6/2026), harga Pertamax (RON 92) dan Pertamax Green 95 (RON 95) resmi mengalami kenaikan yang cukup signifikan.

Berdasarkan keterangan resmi https://t.co/FrsWQvBqa2",1,"Diskusi mengenai harga, subsidi, non, pertamax, rp"
RadioElshinta,"Kebijakan di sektor pangan, energi, dan moneter kembali bergerak dalam waktu berdekatan dan berpotensi memberi tekanan berlapis pada ekonomi rumah tangga. Pemerintah menghentikan pemanfaatan 52 persen pasokan Minyakita untuk program bantuan pangan, sekaligus berencana menaikkan https://t.co/tNkPUPtrwT",3,"Diskusi mengenai rp, subsidi, non, harga, utang"
cntarupiah,"*Pemerintah Naikkan Harga Pertamax +32% ke Rp16.250/Liter, Rupiah Menguat terhadap Dolar AS ke Bawah 18.000*

- Pertamina mengumumkan kenaikan harga jual Pertamax dari Rp12.300/liter ke Rp16.250/liter dan Pertamax Green dari Rp12.900/liter menjadi Rp17.000/liter per Rabu (10/6).",1,"Diskusi mengenai harga, subsidi, non, pertamax, rp"
GIBOLofficial,"Dari 12.300 ke 16.250
Naik sekitar 30%

Kenaikan BBM meski yang non subsidi sedikit banyak bakal ngefek ke sepakbola. Mulai dari pengeluaran transport penonton sampai kontrak pemain.

Semangat yuk para WNI.",1,"Diskusi mengenai harga, subsidi, non, pertamax, rp"
ferrykoto,"Darimana pula naik BBM menambah Revenue negara, mas. Pemerintah ndak jualan BBM, apalagi non subsidi 😅

BBM non subsidi naik itu menyesuaikan HPP bahan baku yang naik&gt;&gt; biar pertamina ndak amsiong.",1,"Diskusi mengenai harga, subsidi, non, pertamax, rp"
wietj4k,"Buzzer si Muldongok dan keluarga laknatnya  si @awikuchuz ini emang Babik....!!!!!

Elu gak mikir atau terlalu tolol untuk memahami akibat BBM non Subsidi naik drastis kek gini ??

Babik...!!!!!

🤮🤮 https://t.co/kffCsJHgdb",2,"Diskusi mengenai subsidi, non, harga, pertamax, pertalite"
alejandcarls,"@WalterWisnu @txtdrjkt Yg jelas dollar ga akan 18rb.
Otomatis BBM yg non subsidi yg import dari luar dan transaksinya menggunakan dollar ga akan naik.",0,"Diskusi mengenai subsidi, non, harga, rakyat, indonesia"
dairydaymee,"BBM non subsidi naik, WNI now : https://t.co/7lZ5MSFbIC",0,"Diskusi mengenai subsidi, non, harga, rakyat, indonesia"
Anak__Ogi,"Rezim ini sih agak mending.
Pertamax baru naik sejak gejolak harga minyak dunia dipicu konflik Israel-Iran empat bulan lalu, yg subsidi bahkan belum naik.
Bayangkan kalo ini rezim @jokowi yg ga ada perang aja BBM naik?😁

PT Pertamina Patra Niaga resmi menaikkan harga BBM https://t.co/O8tem2Gaup",1,"Diskusi mengenai harga, subsidi, non, pertamax, rp"
ruliemaulana,"Huh. PoV baru. BBM non subsidi naik sesuai permintaan daerah untuk bantu penerimaan dari PBBKB.
https://t.co/xAhyoXaL2l",1,"Diskusi mengenai harga, subsidi, non, pertamax, rp"
kompascom,"Baca selengkapnya: https://t.co/RiNHoHtIky

Setelah mempertahankan harga selama beberapa bulan terakhir di tengah lonjakan harga minyak mentah dunia, Pertamina menyesuaikan harga BBM non-subsidi.

Mulai hari ini, harga Pertamax naik menjadi Rp 16.250 per liter dari sebelumnya Rp https://t.co/MdRCIoahYb",1,"Diskusi mengenai harga, subsidi, non, pertamax, rp"
aera_ry,"bbm naik, rakyat menjerit, penguasa pesta pora.

yang kerja keras makin susah, yang duduk di atas kursinya makin empuk..

dan sebentar lagi BBM non subsidi akan ikut naik.
tidak percaya, yasudah.",3,"Diskusi mengenai rp, subsidi, non, harga, utang"
SanubariSamudra,"Lgbt di goreng trs dr kemarin, then what?

UU polri disahkan

BBM non subsidi naik

Taik emng kontol jd bahan gorengan",0,"Diskusi mengenai subsidi, non, harga, rakyat, indonesia"
pikiran_rakyat,"Harga Pertamax Tembus Rp 16.250 Per Liter!
.....

Pertamina melakukan penyesuaian harga BBM non-subsidi Pertamax dan Pertamax Green per 10 Juni 2026.
.
Kini, harga BBM RON 92 resmi naik menjadi Rp16.250 per liter.
.
Berdasarkan keterangan pers Pertamina, Selasa (9/6), mulai 10 https://t.co/NfjUjofPbC",1,"Diskusi mengenai harga, subsidi, non, pertamax, rp"
